epoch,loss,mae,val_loss,val_mae
42,4.407148838043213,1.7302380800247192,3.7157509326934814,1.5823402404785156
43,4.3638715744018555,1.7212151288986206,3.677610158920288,1.573664665222168
44,4.321394443511963,1.7120881080627441,3.6400742530822754,1.5651239156723022
45,4.279535293579102,1.703183650970459,3.603240728378296,1.5566720962524414
46,4.23837947845459,1.6943600177764893,3.567080020904541,1.548305630683899
47,4.197939395904541,1.685540795326233,3.5313937664031982,1.539988398551941
48,4.158083438873291,1.6767934560775757,3.496373176574707,1.5317596197128296
49,4.118791580200195,1.668364405632019,3.4619765281677246,1.5236295461654663
50,4.080113887786865,1.6599897146224976,3.4281206130981445,1.515545129776001
51,4.042128086090088,1.6516607999801636,3.39483642578125,1.507547378540039
52,4.0047078132629395,1.6434189081192017,3.3619205951690674,1.4995903968811035
53,3.9676175117492676,1.6353576183319092,3.329761505126953,1.4917387962341309
54,3.9312493801116943,1.627264142036438,3.2981791496276855,1.4839729070663452
55,3.895692825317383,1.6193689107894897,3.267084836959839,1.476277470588684
56,3.8604702949523926,1.6114609241485596,3.2364492416381836,1.468646764755249
57,3.8258326053619385,1.603737711906433,3.2062079906463623,1.4610481262207031
58,3.791369676589966,1.5961672067642212,3.176635503768921,1.4537580013275146
59,3.757930278778076,1.5887075662612915,3.1474618911743164,1.4465287923812866
60,3.7247467041015625,1.5812702178955078,3.1187593936920166,1.4393446445465088
61,3.692106008529663,1.573750376701355,3.0905635356903076,1.4322506189346313
62,3.659989595413208,1.5665346384048462,3.0627787113189697,1.425269603729248
63,3.6283018589019775,1.5591479539871216,3.0352580547332764,1.418409824371338
64,3.596966028213501,1.5519100427627563,3.008235216140747,1.4116696119308472
65,3.566196918487549,1.5445903539657593,2.9816458225250244,1.4049984216690063
66,3.535781145095825,1.5375080108642578,2.955427408218384,1.3983652591705322
67,3.5056400299072266,1.5305322408676147,2.9294185638427734,1.3917267322540283
68,3.4760446548461914,1.5232664346694946,2.904003381729126,1.3852020502090454
69,3.4468398094177246,1.5163569450378418,2.878814935684204,1.3786972761154175
70,3.417970657348633,1.5094045400619507,2.8541903495788574,1.3722760677337646
71,3.3897154331207275,1.5026623010635376,2.8299713134765625,1.3659186363220215
72,3.361860513687134,1.4957389831542969,2.8060073852539062,1.3595739603042603
73,3.334364891052246,1.4894081354141235,2.7824606895446777,1.3533378839492798
74,3.307316541671753,1.482869267463684,2.7592968940734863,1.347152829170227
75,3.2806718349456787,1.4760820865631104,2.7363719940185547,1.34098482131958
76,3.254241943359375,1.4697834253311157,2.7138850688934326,1.3348844051361084
77,3.228222608566284,1.4633742570877075,2.6916234493255615,1.3288103342056274
78,3.202568531036377,1.4570411443710327,2.6696271896362305,1.3227468729019165
79,3.1770823001861572,1.4506174325942993,2.6480274200439453,1.3168026208877563
80,3.152087926864624,1.4443869590759277,2.6265385150909424,1.310890555381775
81,3.127304792404175,1.438084363937378,2.6054699420928955,1.3050451278686523
82,3.102888822555542,1.4319499731063843,2.5847394466400146,1.2992500066757202
83,3.0786635875701904,1.4257375001907349,2.5643067359924316,1.293493390083313
84,3.0548746585845947,1.4197299480438232,2.544009208679199,1.2877305746078491
85,3.0312211513519287,1.4137061834335327,2.524152994155884,1.282044768333435
86,3.0081722736358643,1.4077352285385132,2.5046427249908447,1.2764135599136353
87,2.985443592071533,1.4020755290985107,2.485445022583008,1.2708297967910767
88,2.9629886150360107,1.3960509300231934,2.466463327407837,1.2652841806411743
89,2.9408397674560547,1.390559196472168,2.4477460384368896,1.2597681283950806
90,2.919004440307617,1.3848587274551392,2.4293763637542725,1.2543058395385742
91,2.8975348472595215,1.3793495893478394,2.411266565322876,1.248890995979309
92,2.876413583755493,1.3737846612930298,2.393385410308838,1.2434942722320557
93,2.8554208278656006,1.368338704109192,2.375612497329712,1.2380980253219604
94,2.834491491317749,1.3627859354019165,2.358212471008301,1.232774257659912
95,2.8141512870788574,1.3574827909469604,2.3409929275512695,1.2274636030197144
96,2.793879747390747,1.3519566059112549,2.3240795135498047,1.2222065925598145
97,2.7740273475646973,1.3466699123382568,2.307354211807251,1.2169781923294067
98,2.7543084621429443,1.3414480686187744,2.290799140930176,1.2117960453033447
99,2.734830141067505,1.3363032341003418,2.2746076583862305,1.2067173719406128
100,2.715764045715332,1.331016182899475,2.258661985397339,1.2016832828521729
101,2.697000741958618,1.3259474039077759,2.2428793907165527,1.1967488527297974
102,2.678321361541748,1.3206769227981567,2.227376937866211,1.1919296979904175
103,2.659999132156372,1.315848469734192,2.212014675140381,1.1871074438095093
104,2.641775369644165,1.310617446899414,2.196953058242798,1.182370901107788
105,2.624018907546997,1.3058136701583862,2.1821019649505615,1.1777174472808838
106,2.606293201446533,1.300918698310852,2.1674249172210693,1.1730937957763672
107,2.5888099670410156,1.296087622642517,2.1529364585876465,1.1685371398925781
108,2.571730375289917,1.2913013696670532,2.1386446952819824,1.1640150547027588
109,2.5546939373016357,1.286522626876831,2.124494791030884,1.1594983339309692
110,2.5378201007843018,1.2819167375564575,2.1106131076812744,1.1551724672317505
111,2.521291732788086,1.2773728370666504,2.0967373847961426,1.1508593559265137
112,2.504779815673828,1.2726342678070068,2.083207368850708,1.1466251611709595
113,2.488638401031494,1.2682595252990723,2.0697381496429443,1.142379641532898
114,2.472588300704956,1.263707160949707,2.056427478790283,1.1381536722183228
115,2.4567317962646484,1.2590776681900024,2.043412208557129,1.1340068578720093
116,2.441232681274414,1.254900336265564,2.030538320541382,1.1298481225967407
117,2.425814390182495,1.2505728006362915,2.0179364681243896,1.1257519721984863
118,2.41068172454834,1.2461334466934204,2.005510091781616,1.1216871738433838
119,2.3957767486572266,1.242038369178772,1.9932278394699097,1.117653250694275
120,2.3810620307922363,1.23771071434021,1.9810816049575806,1.113707423210144
121,2.3665223121643066,1.2337318658828735,1.9691743850708008,1.109899640083313
122,2.3522400856018066,1.2296377420425415,1.9573783874511719,1.1061789989471436
123,2.3380184173583984,1.2254265546798706,1.9456923007965088,1.1025830507278442
124,2.323911428451538,1.2213952541351318,1.9342048168182373,1.0990192890167236
125,2.310086727142334,1.2172101736068726,1.9228003025054932,1.095493197441101
126,2.296351671218872,1.2133036851882935,1.9114512205123901,1.0919660329818726
127,2.2826826572418213,1.2092225551605225,1.9003949165344238,1.088497519493103
128,2.269366502761841,1.2053859233856201,1.8894673585891724,1.0850452184677124
129,2.25614595413208,1.2014909982681274,1.8787516355514526,1.0816417932510376
130,2.243218183517456,1.197663426399231,1.868109107017517,1.0782359838485718
131,2.2302775382995605,1.1938949823379517,1.8575695753097534,1.0748445987701416
132,2.2174551486968994,1.18994140625,1.8472594022750854,1.0714870691299438
133,2.204930305480957,1.186242938041687,1.8370716571807861,1.0681511163711548
134,2.1925439834594727,1.1825848817825317,1.826963186264038,1.0648689270019531
135,2.1802756786346436,1.1789495944976807,1.8170466423034668,1.0616209506988525
136,2.168246269226074,1.1751400232315063,1.8072441816329956,1.0583903789520264
137,2.1562137603759766,1.1716448068618774,1.7975682020187378,1.0551728010177612
138,2.144442319869995,1.1679794788360596,1.7879632711410522,1.0519697666168213
139,2.132781982421875,1.164422869682312,1.7785601615905762,1.0488063097000122
140,2.1212782859802246,1.161086916923523,1.7693027257919312,1.0456703901290894
141,2.1099510192871094,1.1576030254364014,1.7600525617599487,1.0425209999084473
142,2.098639726638794,1.1541166305541992,1.7510156631469727,1.0394147634506226
143,2.087477445602417,1.150655746459961,1.7420365810394287,1.036312222480774
144,2.0764224529266357,1.1472852230072021,1.7331886291503906,1.0332270860671997
145,2.065688133239746,1.1438941955566406,1.7244747877120972,1.0301685333251953
146,2.0549356937408447,1.1406066417694092,1.715903401374817,1.027145504951477
147,2.0444324016571045,1.1373313665390015,1.7073947191238403,1.0241693258285522
148,2.0339818000793457,1.1341789960861206,1.698999047279358,1.0212048292160034
149,2.0236129760742188,1.1309146881103516,1.6906930208206177,1.018255591392517
150,2.0133776664733887,1.1276863813400269,1.6825342178344727,1.0153344869613647
151,2.0033328533172607,1.1244409084320068,1.6743634939193726,1.0123953819274902
152,1.9932684898376465,1.1211776733398438,1.666410207748413,1.0095100402832031
153,1.9833451509475708,1.11806058883667,1.6585718393325806,1.0066474676132202
154,1.973619818687439,1.1149755716323853,1.6508383750915527,1.0038986206054688
155,1.9640333652496338,1.1119093894958496,1.6431713104248047,1.0011531114578247
156,1.9545397758483887,1.1088180541992188,1.6356366872787476,0.9984369874000549
157,1.9450875520706177,1.1058794260025024,1.6279453039169312,0.9956953525543213
158,1.935570240020752,1.1029316186904907,1.6204743385314941,0.993036687374115
159,1.926244854927063,1.0999069213867188,1.6131714582443237,0.9904345870018005
160,1.917101263999939,1.0968444347381592,1.605976939201355,0.9878625869750977
161,1.9081250429153442,1.0938612222671509,1.5988719463348389,0.9852998852729797
162,1.8992549180984497,1.0910170078277588,1.591801643371582,0.982729434967041
163,1.8904805183410645,1.0883500576019287,1.584846019744873,0.9801762104034424
164,1.881801962852478,1.085513710975647,1.5780153274536133,0.977666437625885
165,1.8732022047042847,1.0828578472137451,1.5712772607803345,0.9751712083816528
166,1.86478853225708,1.080025553703308,1.5646240711212158,0.9726897478103638
167,1.856399655342102,1.0773112773895264,1.5580408573150635,0.9702392220497131
168,1.8481528759002686,1.0745341777801514,1.551544189453125,0.967856764793396
169,1.8399879932403564,1.071934461593628,1.545174241065979,0.9655071496963501
170,1.831809163093567,1.0692689418792725,1.5388494729995728,0.963161289691925
171,1.823837161064148,1.0666217803955078,1.532578945159912,0.9608340859413147
172,1.8159276247024536,1.0638874769210815,1.5263991355895996,0.9585142135620117
173,1.8081179857254028,1.0614670515060425,1.5202078819274902,0.9561891555786133
174,1.8002641201019287,1.0588432550430298,1.514136552810669,0.9538836479187012
175,1.7925724983215332,1.056182622909546,1.5081807374954224,0.9516070485115051
176,1.785020351409912,1.053750991821289,1.502240777015686,0.9493239521980286
177,1.7774574756622314,1.0511714220046997,1.4964001178741455,0.9470657110214233
178,1.7700905799865723,1.0487289428710938,1.4906669855117798,0.9448306560516357
179,1.762753963470459,1.0463933944702148,1.48494553565979,0.9426098465919495
180,1.755439043045044,1.0440069437026978,1.4793277978897095,0.9404287934303284
181,1.748326301574707,1.0416086912155151,1.4737874269485474,0.938284695148468
182,1.741253137588501,1.0393997430801392,1.46831476688385,0.9361569881439209
183,1.73421049118042,1.0370372533798218,1.4629086256027222,0.9341030120849609
184,1.7273197174072266,1.034834861755371,1.4575448036193848,0.9320544600486755
185,1.7204540967941284,1.0325541496276855,1.4521255493164062,0.9299631714820862
186,1.713559627532959,1.0301822423934937,1.4468917846679688,0.9279400706291199
187,1.7068277597427368,1.0279792547225952,1.4416985511779785,0.9259155988693237
188,1.7001924514770508,1.025716781616211,1.4365766048431396,0.9239060282707214
189,1.693626880645752,1.0236506462097168,1.431536316871643,0.9219319820404053
190,1.6871529817581177,1.0215140581130981,1.4265650510787964,0.9199526906013489
191,1.6807751655578613,1.01930570602417,1.4216324090957642,0.9179803133010864
192,1.674381971359253,1.017130732536316,1.4167121648788452,0.915996253490448
193,1.6680461168289185,1.0150336027145386,1.4118648767471313,0.9140368700027466
194,1.661797046661377,1.0130261182785034,1.407132863998413,0.9121050238609314
195,1.6556270122528076,1.0109397172927856,1.402409553527832,0.9101696610450745
196,1.6495939493179321,1.008873701095581,1.3977437019348145,0.9082434773445129
197,1.6435626745224,1.0069419145584106,1.3931456804275513,0.9063393473625183
198,1.637645959854126,1.0049803256988525,1.388612985610962,0.9044559597969055
199,1.6317474842071533,1.0029881000518799,1.384138584136963,0.9026179313659668
200,1.6258684396743774,1.001044750213623,1.3796868324279785,0.900782585144043
201,1.6201369762420654,0.9992361664772034,1.3753012418746948,0.8989603519439697
202,1.6144475936889648,0.997233510017395,1.3710007667541504,0.897161066532135
203,1.6087760925292969,0.9953131079673767,1.3667120933532715,0.8953534364700317
204,1.6032031774520874,0.9934683442115784,1.3625118732452393,0.8935753107070923
205,1.5977610349655151,0.9915357828140259,1.3583613634109497,0.8918070793151855
206,1.592287302017212,0.9897997975349426,1.3542393445968628,0.8900389075279236
207,1.5868929624557495,0.9879085421562195,1.3501540422439575,0.8882788419723511
208,1.5815649032592773,0.986055314540863,1.3460627794265747,0.8865039944648743
209,1.5762419700622559,0.9841364026069641,1.3420780897140503,0.8847620487213135
210,1.57101309299469,0.9821895360946655,1.3381247520446777,0.8830509781837463
211,1.565796136856079,0.980538010597229,1.334235429763794,0.8813735246658325
212,1.5606520175933838,0.9787853956222534,1.330391526222229,0.8797026872634888
213,1.5555495023727417,0.9768334031105042,1.326543927192688,0.8780218362808228
214,1.5505541563034058,0.9752812385559082,1.3227425813674927,0.8763483762741089
215,1.5454328060150146,0.9734047651290894,1.319037914276123,0.874703586101532
216,1.540544867515564,0.9717028737068176,1.315353512763977,0.8730776309967041
217,1.5357515811920166,0.9700003266334534,1.3117259740829468,0.8714519739151001
218,1.5309120416641235,0.9681962132453918,1.308038592338562,0.8698269128799438
219,1.526162028312683,0.9666255712509155,1.3044533729553223,0.8682012557983398
220,1.5214431285858154,0.9648457169532776,1.3009618520736694,0.8666179180145264
221,1.5168147087097168,0.9632400274276733,1.2974928617477417,0.8650220632553101
222,1.512133240699768,0.9614565372467041,1.294043779373169,0.8634768724441528
223,1.507520318031311,0.9597710371017456,1.2906157970428467,0.8620160818099976
224,1.5029960870742798,0.9581871032714844,1.2872343063354492,0.8605482578277588
225,1.4984914064407349,0.9565054774284363,1.2839106321334839,0.8590987920761108
226,1.4940773248672485,0.9548614621162415,1.2806199789047241,0.8576611876487732
227,1.489664912223816,0.9532675743103027,1.2773642539978027,0.8562237024307251
228,1.485314130783081,0.9516925811767578,1.274150013923645,0.85479736328125
229,1.4809976816177368,0.950154185295105,1.2709664106369019,0.853381872177124
230,1.476743221282959,0.948656439781189,1.267808198928833,0.851963460445404
231,1.4724928140640259,0.9471665024757385,1.26470947265625,0.8505684733390808
232,1.4683512449264526,0.9455647468566895,1.2615302801132202,0.8491670489311218
233,1.4642049074172974,0.9441199898719788,1.2584608793258667,0.8477711081504822
234,1.4601140022277832,0.9426093697547913,1.255447506904602,0.8463886976242065
235,1.4560437202453613,0.9411181211471558,1.2524755001068115,0.8450489640235901
236,1.4520442485809326,0.9397794604301453,1.2495343685150146,0.8437403440475464
237,1.4480431079864502,0.9381205439567566,1.2466082572937012,0.8424556851387024
238,1.4441311359405518,0.9368712306022644,1.2437173128128052,0.8411964774131775
239,1.440199613571167,0.9354304075241089,1.2408607006072998,0.8399414420127869
240,1.4363354444503784,0.9339224696159363,1.2380459308624268,0.838723361492157
241,1.4325512647628784,0.9326950311660767,1.2352341413497925,0.8375245928764343
242,1.4287331104278564,0.9313055276870728,1.23249089717865,0.8363732099533081
243,1.4249671697616577,0.9299072027206421,1.2297724485397339,0.8352242708206177
244,1.4212446212768555,0.928589403629303,1.227087378501892,0.834097146987915
245,1.4175639152526855,0.9271975755691528,1.2244089841842651,0.8329626321792603
246,1.413947582244873,0.9259218573570251,1.2217410802841187,0.8318312764167786
247,1.4103002548217773,0.9244012832641602,1.2191182374954224,0.8307365775108337
248,1.4067397117614746,0.9232426285743713,1.216461420059204,0.829658031463623
249,1.4031649827957153,0.9219769835472107,1.2138681411743164,0.828558087348938
250,1.399621605873108,0.9206457138061523,1.211352825164795,0.827487587928772
251,1.396170735359192,0.9193699955940247,1.208842396736145,0.8264740109443665
252,1.3926985263824463,0.9180360436439514,1.2063599824905396,0.8254616856575012
253,1.3893084526062012,0.9167370200157166,1.2039271593093872,0.8244543075561523
254,1.3859144449234009,0.9155963063240051,1.2014943361282349,0.8234462141990662
255,1.3825411796569824,0.9141083359718323,1.1990680694580078,0.8225336670875549
256,1.379249095916748,0.912994921207428,1.1966758966445923,0.821660041809082
257,1.3759891986846924,0.9119182229042053,1.1942697763442993,0.8207998871803284
258,1.3726963996887207,0.9106028079986572,1.191948413848877,0.8199622631072998
259,1.369469404220581,0.9092952609062195,1.1896294355392456,0.8191187977790833
260,1.3662614822387695,0.9080742597579956,1.1873148679733276,0.8182916641235352
261,1.3631501197814941,0.9070045948028564,1.185045599937439,0.8174687623977661
262,1.3599481582641602,0.905863344669342,1.1828004121780396,0.816656231880188
263,1.3568861484527588,0.9046655893325806,1.1805862188339233,0.8158828616142273
264,1.3537777662277222,0.9034105539321899,1.1783947944641113,0.8151202201843262
265,1.350710153579712,0.9023719429969788,1.1762276887893677,0.8143613934516907
266,1.347697377204895,0.9012282490730286,1.1740798950195312,0.8136099576950073
267,1.3447061777114868,0.9002150893211365,1.1719603538513184,0.8128868341445923
268,1.341720461845398,0.8992385268211365,1.1698424816131592,0.8121588826179504
269,1.3387551307678223,0.8980973362922668,1.1677438020706177,0.8114268779754639
270,1.3358641862869263,0.8971177339553833,1.165696144104004,0.8107113242149353
271,1.332976222038269,0.8959606885910034,1.1636455059051514,0.8099903464317322
272,1.330114722251892,0.8949615955352783,1.1616523265838623,0.8092861175537109
273,1.3272321224212646,0.8938959836959839,1.1596375703811646,0.8085747957229614
274,1.3244110345840454,0.8928539156913757,1.1576457023620605,0.807863712310791
275,1.3216264247894287,0.8918204307556152,1.1557090282440186,0.8071659207344055
276,1.3188620805740356,0.8908721208572388,1.153791069984436,0.8064828515052795
277,1.3161520957946777,0.8899846076965332,1.151894211769104,0.8057915568351746
278,1.3134417533874512,0.8888787627220154,1.1499780416488647,0.8050857782363892
279,1.3107435703277588,0.8878807425498962,1.1481077671051025,0.8044012784957886
280,1.3081046342849731,0.8869618773460388,1.1462730169296265,0.8037232756614685
281,1.3054407835006714,0.8860449194908142,1.144429087638855,0.8030411005020142
282,1.3027721643447876,0.8850752115249634,1.1426115036010742,0.802359938621521
283,1.3001947402954102,0.8841013312339783,1.1408144235610962,0.8016866445541382
284,1.2975870370864868,0.883143424987793,1.1390249729156494,0.8010320663452148
285,1.2950425148010254,0.8822806477546692,1.137279987335205,0.8003804683685303
286,1.2924714088439941,0.881215512752533,1.1355299949645996,0.7997533679008484
287,1.2899298667907715,0.8804080486297607,1.1338303089141846,0.7991346120834351
288,1.2875181436538696,0.879494845867157,1.1321330070495605,0.7985073924064636
289,1.285017967224121,0.8786417841911316,1.130448579788208,0.7978985905647278
290,1.2825783491134644,0.8777939677238464,1.1287848949432373,0.7972864508628845
291,1.2802209854125977,0.8768641352653503,1.1270884275436401,0.7966853976249695
292,1.2777361869812012,0.8760430216789246,1.1254364252090454,0.7961138486862183
293,1.275411605834961,0.8751417994499207,1.1237832307815552,0.7955271005630493
294,1.2729756832122803,0.8742473721504211,1.1221907138824463,0.7949623465538025
295,1.2705954313278198,0.8734980225563049,1.1206169128417969,0.7943868041038513
296,1.2683502435684204,0.8727030754089355,1.1190587282180786,0.7938247919082642
297,1.2660539150238037,0.871841549873352,1.1175074577331543,0.7932627201080322
298,1.2637665271759033,0.8709734678268433,1.1159696578979492,0.7926971316337585
299,1.2615389823913574,0.8701121211051941,1.1144379377365112,0.792138397693634
300,1.2592730522155762,0.8693265914916992,1.1129183769226074,0.791585385799408
301,1.257063388824463,0.8684965968132019,1.1114088296890259,0.7910299897193909
302,1.2548799514770508,0.8676329255104065,1.1099193096160889,0.7904853820800781
303,1.2526782751083374,0.8670385479927063,1.1084367036819458,0.7899375557899475
304,1.2505536079406738,0.8661607503890991,1.1069780588150024,0.7893955111503601
305,1.2483859062194824,0.8654032945632935,1.1055470705032349,0.7888578772544861
306,1.2462557554244995,0.8646632432937622,1.1041139364242554,0.7883113622665405
307,1.2441844940185547,0.8638654351234436,1.1027145385742188,0.7877708673477173
308,1.2421005964279175,0.863078236579895,1.1013178825378418,0.7872380614280701
309,1.2400188446044922,0.8623858690261841,1.0998948812484741,0.786705493927002
310,1.2379504442214966,0.8616518974304199,1.0985304117202759,0.786201536655426
311,1.2358976602554321,0.8608348369598389,1.097192406654358,0.7857615947723389
312,1.2339084148406982,0.8600911498069763,1.0958529710769653,0.785305380821228
313,1.231907606124878,0.8593596816062927,1.0945515632629395,0.7848869562149048
314,1.229949712753296,0.8585542440414429,1.0932375192642212,0.784462034702301
315,1.2279777526855469,0.8578777313232422,1.0919424295425415,0.784057080745697
316,1.2260206937789917,0.8571792244911194,1.0906531810760498,0.7836443781852722
317,1.2241133451461792,0.8564172983169556,1.0893704891204834,0.7832329273223877
318,1.2221604585647583,0.855635941028595,1.088104009628296,0.782827615737915
319,1.2202568054199219,0.8550248742103577,1.0868420600891113,0.7824158072471619
320,1.2183643579483032,0.8544198274612427,1.0856101512908936,0.7820107340812683
321,1.2165266275405884,0.8536707162857056,1.0843309164047241,0.7815799713134766
322,1.214697241783142,0.8528779149055481,1.0831165313720703,0.7811849117279053
323,1.2128186225891113,0.8522361516952515,1.081931471824646,0.7807967662811279
324,1.2109920978546143,0.8515133857727051,1.0806344747543335,0.7803864479064941
325,1.2091858386993408,0.8509103655815125,1.07942795753479,0.779975175857544
326,1.2073081731796265,0.8502247333526611,1.0782592296600342,0.7795892953872681
327,1.2055659294128418,0.8495199680328369,1.0770725011825562,0.7792038917541504
328,1.2037391662597656,0.8488180637359619,1.0759323835372925,0.7788311839103699
329,1.202024221420288,0.8483265042304993,1.074789047241211,0.7784448862075806
330,1.2002661228179932,0.8476187586784363,1.0736711025238037,0.778077244758606
331,1.1985846757888794,0.846944272518158,1.07257080078125,0.7777099609375
332,1.1968246698379517,0.846254825592041,1.071439504623413,0.7773428559303284
333,1.195184350013733,0.8457578420639038,1.0703552961349487,0.7769800424575806
334,1.1934490203857422,0.8450260758399963,1.0692692995071411,0.7766126990318298
335,1.1918224096298218,0.8444359302520752,1.0681958198547363,0.7762500047683716
336,1.1901397705078125,0.8439048528671265,1.0671308040618896,0.7758859395980835
337,1.188515305519104,0.8432720899581909,1.0660803318023682,0.775521457195282
338,1.1868408918380737,0.8425385355949402,1.0650287866592407,0.7751632928848267
339,1.185210943222046,0.842015266418457,1.0639903545379639,0.774811327457428
340,1.1836333274841309,0.8413198590278625,1.0629316568374634,0.7744684815406799
341,1.1820265054702759,0.8408429622650146,1.0619173049926758,0.7741243839263916
342,1.180444598197937,0.8402180075645447,1.0609148740768433,0.7737806439399719
343,1.1788969039916992,0.8396332859992981,1.0599058866500854,0.7734330296516418
344,1.1773405075073242,0.8390011191368103,1.0589250326156616,0.7730956077575684
345,1.1758073568344116,0.8384323120117188,1.05794358253479,0.7727557420730591
346,1.174276351928711,0.837882936000824,1.0569802522659302,0.7724266052246094
347,1.1727735996246338,0.8373456597328186,1.056023120880127,0.7720896601676941
348,1.1712507009506226,0.8367165923118591,1.0550816059112549,0.7717595100402832
349,1.1697628498077393,0.836131751537323,1.0541448593139648,0.7714236974716187
350,1.1682595014572144,0.835451066493988,1.053196668624878,0.7710973024368286
351,1.1667912006378174,0.8350276947021484,1.0522617101669312,0.770753800868988
352,1.165328860282898,0.8345379829406738,1.0513542890548706,0.7704317569732666
353,1.1638299226760864,0.8339356184005737,1.050431489944458,0.7701065540313721
354,1.1624549627304077,0.8333566784858704,1.0495163202285767,0.7697769999504089
355,1.1609869003295898,0.832724392414093,1.0486526489257812,0.7694680690765381
356,1.1595573425292969,0.8323110342025757,1.0477666854858398,0.769141674041748
357,1.158167839050293,0.8317473530769348,1.046895146369934,0.7688078284263611
358,1.156738519668579,0.8311862945556641,1.0460118055343628,0.7684827446937561
359,1.1553943157196045,0.8306255340576172,1.0451308488845825,0.7681615352630615
360,1.15402090549469,0.8301098346710205,1.0442836284637451,0.767849326133728
361,1.1526368856430054,0.8295889496803284,1.043472170829773,0.7675339579582214
362,1.1512757539749146,0.8290799260139465,1.042639136314392,0.7672236561775208
363,1.14992094039917,0.8285377025604248,1.0418140888214111,0.7669299244880676
364,1.148580551147461,0.827890932559967,1.040967583656311,0.7666293978691101
365,1.147254467010498,0.8274446129798889,1.040154218673706,0.7663587331771851
366,1.145954966545105,0.8269875645637512,1.0393691062927246,0.7660707831382751
367,1.144618034362793,0.8264366984367371,1.0385721921920776,0.7657815217971802
368,1.143324375152588,0.8258718252182007,1.0377929210662842,0.7654951214790344
369,1.1420260667800903,0.8253166079521179,1.037003755569458,0.7652121186256409
370,1.1407670974731445,0.8248469233512878,1.0362313985824585,0.7649335265159607
371,1.139495611190796,0.824382483959198,1.0354580879211426,0.7646546959877014
372,1.1382300853729248,0.8238756060600281,1.0346856117248535,0.764374315738678
373,1.1369904279708862,0.8234090209007263,1.0339361429214478,0.7640998959541321
374,1.135777235031128,0.8228886723518372,1.0331916809082031,0.7638314366340637
375,1.1345412731170654,0.8224180936813354,1.0324424505233765,0.7635573744773865
376,1.1333122253417969,0.8219375610351562,1.031637191772461,0.7632505893707275
377,1.1321136951446533,0.8214443922042847,1.0308823585510254,0.7629771828651428
